brand,condition,door_count,first_owner,fiscal_power,fuel_type,mileage,model,origin,price,sector,seller_city,transmission,year,publication_Year,publication_Month,publication_Day,publication_Weekday,Is_Weekend,Days_since_posted,Alloy_wheels,Airbags,Air_conditioning,Navigation_system,Sunroof,Leather_seats,Parking_sensors,Rear_camera,Electric_windows,ABS,ESP,Cruise_control,Speed_limiter,CD/MP3/Bluetooth,On_board_computer,Central_locking
peugeot,Excellent,5,Oui,8,diesel,124999,3008,WW au Maroc,208000,Marrakech,Targa,Automatique,2018,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
peugeot,Excellent,5,Non,6,diesel,2499,Rifter,WW au Maroc,168000,Meknes,Autre secteur,Manuelle,2020,2025,4,5,7,1,25,False,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
ford,Très bon,3,Oui,4,diesel,92499,Connect,WW au Maroc,126000,Casablanca,Aïn Chock,Manuelle,2016,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False
alfa romeo,Excellent,5,Non,6,diesel,134999,Giulietta,WW au Maroc,87000,Marrakech,Hay Izdihar,Manuelle,2010,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
hyundai,Bon,5,Non,6,diesel,17499,Accent,WW au Maroc,47000,Driouch,Toute la ville,Manuelle,2005,2025,3,24,2,0,37,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
volkswagen,Très bon,5,Oui,8,diesel,104999,Caddy,Importée neuve,340000,Tétouan,Safir,Automatique,2022,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
fiat,Très bon,5,Oui,5,diesel,82499,Fiorino,WW au Maroc,108000,Larache,Toute la ville,Manuelle,2021,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
renault,Excellent,5,Oui,6,diesel,57499,Kangoo,WW au Maroc,13700,Fes,Ain Noqbi,Manuelle,2023,2024,9,14,7,1,228,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
renault,Excellent,5,Non,6,diesel,114999,Kangoo,WW au Maroc,88000,Casablanca,Autre secteur,Manuelle,2017,2025,3,21,6,1,40,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
dacia,Excellent,5,Non,6,diesel,82499,Duster,WW au Maroc,158000,Casablanca,Sidi Bernoussi,Automatique,2018,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
hyundai,Correct,5,Non,8,diesel,374999,Santa Fe,WW au Maroc,58000,Casablanca,Sidi Othmane,Automatique,2004,2025,4,5,7,1,25,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
porsche,Excellent,5,Non,11,essence,62499,Macan,WW au Maroc,580000,Casablanca,Californie,Automatique,2021,2025,3,17,2,0,44,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
skoda,Excellent,5,Non,6,diesel,224999,Octavia,Dédouanée,115000,Guelmim,Toute la ville,Manuelle,2011,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False
mercedes-benz,Excellent,5,Non,9,diesel,174999,Classe C,WW au Maroc,339000,Casablanca,Californie,Automatique,2015,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
jeep,Excellent,5,Non,6,diesel,104999,Renegade,WW au Maroc,183000,Marrakech,Hay Targa,Automatique,2020,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False
citroen,Très bon,5,Non,6,diesel,184999,Berlingo,WW au Maroc,145000,Tétouan,Medina,Manuelle,2017,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
mercedes-benz,Bon,5,Non,13,diesel,324999,Classe E,Dédouanée,60000,Casablanca,Al Qods,Automatique,2003,2025,3,24,2,0,37,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,5,Non,6,diesel,22499,Kadjar,WW au Maroc,225000,Oujda,Hay Lazaret,Manuelle,2017,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
citroen,Excellent,5,Non,7,diesel,2499,Berlingo,WW au Maroc,48000,Casablanca,Aïn Chock,Manuelle,2002,2024,12,13,6,1,138,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
peugeot,Très bon,5,Non,6,diesel,92499,208,WW au Maroc,142000,Fes,Narjis,Manuelle,2021,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Neuf,5,Non,9,diesel,424999,220,WW au Maroc,75000,Agadir,Hay Zaytoun,Automatique,2001,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
mercedes-benz,Neuf,5,Oui,8,diesel,12499,Classe GLE,Pas encore dédouanée,600000,Tanger,Californie,Automatique,2020,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Très bon,5,Non,10,essence,374999,220,Dédouanée,90000,Nador,Al aroui,Automatique,2001,2024,10,14,2,0,198,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False
nissan,Excellent,5,Oui,6,essence,42499,Juke,WW au Maroc,185000,Casablanca,Californie,Automatique,2021,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Non,9,diesel,154999,250,Dédouanée,210000,Casablanca,Aïn Diab,Automatique,2013,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
nissan,Très bon,5,Oui,6,diesel,124999,Qashqai,WW au Maroc,220000,Laayoune,Toute la ville,Manuelle,2021,2025,3,26,4,0,35,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
toyota,Excellent,5,Oui,10,hybride,2499,C-HR,WW au Maroc,265000,Casablanca,Californie,Automatique,2024,2025,4,12,7,1,18,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False
renault,Correct,5,Non,11,essence,224999,Laguna,WW au Maroc,58000,Casablanca,Ain Sebaa,Manuelle,2009,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
audi,Excellent,5,Oui,10,essence,224999,A4,WW au Maroc,99000,Meknes,Hamria,Manuelle,2009,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
bmw,Excellent,5,Non,8,diesel,154999,Série 5,WW au Maroc,280000,Casablanca,Ben M'sick,Automatique,2017,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Excellent,5,Non,8,diesel,194999,Passat,WW au Maroc,96000,Had Soualem,Toute la ville,Manuelle,2010,2025,4,6,1,0,24,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False
nissan,Très bon,5,Oui,6,diesel,42499,Qashqai,WW au Maroc,275000,Tétouan,Safir,Automatique,2021,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Très bon,5,Non,8,diesel,324999,Golf 6,Dédouanée,128000,Tanger,Ahlane,Automatique,2010,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False
volkswagen,Très bon,5,Oui,8,diesel,134999,Passat,WW au Maroc,130000,Agadir,Riad Salam,Manuelle,2010,2025,3,13,5,0,48,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False
dacia,Excellent,5,Non,6,diesel,134999,Logan,WW au Maroc,110000,Rabat,Hassan,Manuelle,2020,2025,1,12,1,0,108,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
hyundai,Excellent,5,Non,9,diesel,224999,Santa Fe,WW au Maroc,92000,Casablanca,Casablanca Finance City,Automatique,2007,2025,2,11,3,0,78,True,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False
dacia,Excellent,5,Oui,6,diesel,274999,Logan,WW au Maroc,83000,Agadir,Centre Ville,Manuelle,2015,2025,4,4,6,1,26,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
kia,Excellent,5,Oui,8,diesel,72499,Sportage,WW au Maroc,235000,Casablanca,Sidi Bernoussi,Automatique,2021,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volvo,Excellent,5,Oui,8,diesel,97499,XC60,WW au Maroc,292000,Casablanca,Californie,Automatique,2018,2025,3,24,2,0,37,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
kia,Excellent,5,Non,6,essence,104999,Picanto,WW au Maroc,90000,Tétouan,Msalla,Automatique,2016,2025,3,18,3,0,43,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False
volkswagen,Excellent,5,Non,8,diesel,224999,Tiguan,Dédouanée,228000,Tanger,Ahlane,Automatique,2014,2025,4,3,5,0,27,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
hyundai,Bon,5,Non,6,diesel,274999,Accent,WW au Maroc,73000,Tanger,Tanja Balia,Manuelle,2007,2025,3,13,5,0,48,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
dacia,Très bon,5,Non,7,diesel,154999,Dokker,WW au Maroc,123000,Souk El Arbaa,Toute la ville,Manuelle,2018,2025,3,27,5,0,34,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False
kia,Très bon,5,Oui,8,diesel,124999,Sorento,WW au Maroc,158000,Rabat,Hay Riad,Automatique,2015,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
kia,Neuf,5,Non,7,diesel,12499,Sportage,WW au Maroc,160000,El Hajeb,Toute la ville,Manuelle,2016,2025,3,15,7,1,46,True,True,False,False,True,False,True,False,False,True,True,False,True,True,False,False
nissan,Excellent,5,Non,9,diesel,274999,X-Trail,Dédouanée,86500,Nador,Centre Ville,Manuelle,2005,2025,3,24,2,0,37,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False
volkswagen,Bon,5,Non,8,diesel,374999,Jetta,WW au Maroc,75000,Agadir,Tilila,Manuelle,2006,2025,3,18,3,0,43,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
land rover,Excellent,5,Oui,9,diesel,184999,Range Rover Evoque,Importée neuve,250000,Casablanca,Al Fida,Automatique,2013,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
citroen,Excellent,5,Non,7,diesel,194999,Berlingo,WW au Maroc,126000,El Jadida,Centre,Manuelle,2015,2025,3,29,7,1,32,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
dacia,Excellent,5,Oui,6,diesel,52499,Duster,WW au Maroc,160000,Casablanca,Sidi Bernoussi,Manuelle,2019,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
bmw,Excellent,5,Oui,6,diesel,32499,X1,WW au Maroc,340000,Tanger,Administratif,Automatique,2022,2024,10,14,2,0,198,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Oui,9,diesel,114999,220,WW au Maroc,297000,Kenitra,Centre,Automatique,2017,2025,3,26,4,0,35,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
bmw,Excellent,5,Oui,8,diesel,124999,Série 5,WW au Maroc,320000,Rabat,Hay Riad,Automatique,2017,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
land rover,Très bon,5,Non,12,diesel,154999,Range Rover Vogue,WW au Maroc,619998,Agadir,Centre Ville,Automatique,2019,2025,4,4,6,1,26,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Oui,7,diesel,124999,Classe E,Importée neuve,640000,Casablanca,Anfa,Automatique,2021,2025,3,21,6,1,40,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
land rover,Excellent,5,Non,8,diesel,184999,Range Rover,Dédouanée,93000,Sale,Hay Salam,Manuelle,2004,2025,3,21,6,1,40,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
dacia,Excellent,5,Non,6,diesel,92499,Duster,WW au Maroc,190000,Ahfir,Toute la ville,Automatique,2021,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
toyota,Très bon,5,Non,8,diesel,324999,RAV 4,WW au Maroc,64999,Youssoufia,Toute la ville,Manuelle,2005,2025,3,22,7,1,39,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
volkswagen,Excellent,5,Non,8,diesel,164999,Golf 7,Importée neuve,210000,Casablanca,Californie,Automatique,2015,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
audi,Excellent,5,Oui,8,diesel,17499,A4,Dédouanée,130000,Tanger,Ain El Hayani,Automatique,2010,2025,3,17,2,0,44,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
suzuki,Excellent,5,Non,8,diesel,7499,Vitara,Dédouanée,100000,Kenitra,Bir Anzarane,Manuelle,2002,2025,1,12,1,0,108,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
toyota,Bon,5,Oui,7,diesel,374999,Corolla,WW au Maroc,110000,Safi,Biar,Manuelle,2014,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
volkswagen,Très bon,5,Non,6,diesel,17499,Touran,Dédouanée,175000,Beni Mellal,Toute la ville,Manuelle,2015,2025,4,8,3,0,22,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
dacia,Excellent,5,Oui,7,diesel,114999,Logan,WW au Maroc,105000,Tanger,Ahlane,Manuelle,2020,2025,4,7,2,0,23,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
audi,Excellent,5,Non,8,diesel,224999,A3,Importée neuve,199000,El Jadida,Hay Essalam,Automatique,2013,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,5,Non,7,diesel,27499,Megane,WW au Maroc,54000,Kenitra,Centre,Manuelle,2004,2025,3,29,7,1,32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
citroen,Très bon,5,Non,6,diesel,97499,C4,Dédouanée,78000,Fes,Agdal,Manuelle,2008,2025,4,11,6,1,19,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False
mercedes-benz,Excellent,3,Oui,9,diesel,184999,Classe C,Dédouanée,95000,Casablanca,Aïn Chock,Manuelle,2005,2025,4,2,4,0,28,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
dacia,Excellent,5,Non,6,diesel,194999,Duster,WW au Maroc,108000,Temara,Autre secteur,Manuelle,2012,2025,1,12,1,0,108,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
mini,Bon,3,Oui,9,essence,57499,Cooper,WW au Maroc,172000,Casablanca,Ain Sebaa,Manuelle,2017,2025,4,12,7,1,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
volkswagen,Excellent,5,Non,11,diesel,124999,Golf 7,Importée neuve,280000,Tétouan,Mhannech,Automatique,2018,2025,3,15,7,1,46,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False
mini,Très bon,3,Non,9,essence,87499,Cooper,WW au Maroc,100000,Tanger,Californie,Manuelle,2013,2025,3,15,7,1,46,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
peugeot,Correct,5,Non,7,diesel,324999,206,WW au Maroc,36000,Berrechid,Toute la ville,Manuelle,2002,2025,1,12,1,0,108,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
bmw,Excellent,5,Oui,12,diesel,114999,X6,WW au Maroc,285000,Casablanca,Anfa,Automatique,2016,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,5,Non,6,diesel,2499,Kadjar,WW au Maroc,190000,Mohammedia,Autre secteur,Manuelle,2021,2025,2,11,3,0,78,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
fiat,Excellent,5,Non,5,diesel,97499,Fiorino,WW au Maroc,111000,Casablanca,Derb Ghallef,Manuelle,2022,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
renault,Très bon,5,Oui,6,diesel,87499,Kadjar,WW au Maroc,215000,Casablanca,Aïn Borja,Automatique,2020,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
citroen,Excellent,5,Non,7,diesel,7499,Berlingo,WW au Maroc,63000,Khouribga,Toute la ville,Manuelle,2012,2025,4,1,3,0,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
renault,Bon,5,Non,6,diesel,374999,Modus,WW au Maroc,60000,Meknes,Autre secteur,Manuelle,2007,2025,4,2,4,0,28,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
peugeot,Neuf,5,Oui,8,diesel,82499,3008,WW au Maroc,288000,Casablanca,Californie,Automatique,2022,2025,4,4,6,1,26,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
peugeot,Excellent,5,Non,6,diesel,104999,Rifter,WW au Maroc,172000,Tanger,Centre ville,Manuelle,2021,2025,1,12,1,0,108,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
dacia,Excellent,5,Oui,6,diesel,62499,Lodgy,WW au Maroc,153000,Casablanca,Bournazil,Manuelle,2021,2025,4,9,4,0,21,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False
fiat,Très bon,5,Non,6,essence,274999,Uno,WW au Maroc,26000,Fes,Fès Médina,Manuelle,2001,2025,2,11,3,0,78,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
peugeot,Bon,5,Non,8,essence,164999,206,WW au Maroc,33000,Laayoune,Toute la ville,Manuelle,2001,2025,1,12,1,0,108,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
alfa romeo,Excellent,5,Oui,6,diesel,114999,Giulietta,WW au Maroc,148000,Casablanca,Ain Sebaa,Manuelle,2021,2025,4,9,4,0,21,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
ford,Excellent,5,Non,6,diesel,224999,C-Max,WW au Maroc,118000,Tétouan,Al Mallalienne,Manuelle,2014,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
volkswagen,Excellent,5,Oui,8,diesel,32499,Golf 8,Importée neuve,450000,Casablanca,Roches Noires,Automatique,2021,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
dacia,Neuf,5,Oui,6,diesel,7499,Logan,WW au Maroc,173000,Tanger,Val Fleuri,Manuelle,2024,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
hyundai,Excellent,5,Non,6,diesel,224999,Accent,WW au Maroc,105000,Fes,Batha,Manuelle,2016,2025,3,17,2,0,44,True,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False
mercedes-benz,Excellent,5,Non,6,diesel,144999,Classe A,WW au Maroc,193000,Kenitra,Centre,Automatique,2016,2025,3,22,7,1,39,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False
nissan,Très bon,5,Non,6,diesel,134999,Qashqai,WW au Maroc,170000,Temara,Centre Ville,Manuelle,2016,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
